id;source;display_name;extras_fim_vigencia;extras_fim_implantacao;extras_inicio_vigencia;extras_laboratorio;extras_apresentacao
"90375173";"tuss-20";"BESILATO DE ANLODIPINO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"10 MG COM CT BL AL PLAS PVC AMB X 30 "
"90459032";"tuss-20";"DORFLEX";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"300 MG + 35 MG + 50 MG COM CT BL AL PLAS AMB X 36"
"90462181";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"45 MG COM CT BL AL AL X 120"
"90371941";"tuss-20";"VESUVIUS HCT";"-";"2017-07-09";"2017-04-10";"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"80 MG + 25 MG COM CT BL AL AL X 30"
"90375165";"tuss-20";"AMPICILINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"50 MG/ML PÓ P/ SUS OR CT FR VD AMB X 60 ML + CP MED X 5 ML"
"90462173";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"45 MG COM CT BL AL ALX 90"
"90459024";"tuss-20";"DORFLEX";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"35 MG + 300 MG + 50 MG COM CT BL AL PLAS AMB X 30 "
"90375157";"tuss-20";"AMPICILINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"50 MG/ML PÓ P/ SUS OR CT FR VD AMB X 150 ML + CP MED X 5 ML"
"90462165";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"45 MG COM CT BL AL AL X 15"
"90371933";"tuss-20";"TERSOCOR HCT";"-";"2017-07-09";"2017-04-10";"BRAINFARMA IND¿TRIA QU¿ICA E FARMAC¿TICA S.A";"80 MG + 25 MG COM CT BL AL AL X 30"
"90375149";"tuss-20";"CROMOGLICATO DISSÓDICO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"40 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML "
"90462157";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"45 MG COM CT BL AL AL X 10"
"90371925";"tuss-20";"VESUVIUS HCT";"-";"2017-07-09";"2017-04-10";"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"80 MG + 12,5 MG COM CT BL AL AL X 30"
"90375130";"tuss-20";"CROMOGLICATO DISSÓDICO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"40 MG/ ML SOL NAS CT FR PLAS OPC SPR X 13 ML + APLIC"
"90459016";"tuss-20";"DORFLEX";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"35 MG + 300 MG + 50 MG COM CT BL AL PLAS AMB X 24"
"90462149";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"30 MG COM CT BL AL AL X 60"
"90375122";"tuss-20";"CETILPLEX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"200MG GRAN CT 16 ENV KRAFT POLIET X 5G"
"90371917";"tuss-20";"TERSOCOR HCT";"-";"2017-07-09";"2017-04-10";"BRAINFARMA IND¿TRIA QU¿ICA E FARMAC¿TICA S.A";"80 MG + 12,5 MG COM CT BL AL AL X 30"
"90462130";"tuss-20";"DEFULL";"-";"2020-08-31";"2020-06-01";"BRASTERAPICA INDÚSTRIA FARMACÊUTICA LTDA";"1000 UI COMP REV CT BL AL PLAS OPC X 500 (EMB HOSP)"
"90375114";"tuss-20";"CETILPLEX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"100MG GRAN CT 16 ENV KRAFT POLIET X 5G"
"90462122";"tuss-20";"VENOCEL";"-";"2020-08-31";"2020-06-01";"CIFARMA CIENTÍFICA FARMACÊUTICA LTDA";"100 MG CAP DURA CT BL AL PLAS TRANS X 60"
"90459008";"tuss-20";"CILOSTAZOL";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"50 MG COM CT BL AL PLAS TRANS X 30"
"90375106";"tuss-20";"MALEATO DE ENALAPRIL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"5 MG COM CT ENV AL X 30"
"90371909";"tuss-20";"TERSOCOR HCT";"-";"2017-07-09";"2017-04-10";"BRAINFARMA IND¿TRIA QU¿ICA E FARMAC¿TICA S.A";"40 MG + 12,5 MG COM CT BL AL AL X 30"
"90462114";"tuss-20";"VENOCEL";"-";"2020-08-31";"2020-06-01";"CIFARMA CIENTÍFICA FARMACÊUTICA LTDA";"100 MG CAP DURA CT BL AL PLAS TRANS X 30"
"90375092";"tuss-20";"NEO ISOCADEN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"10 MG/G CREME VAG CT BG AL X 40 G + 7 APLIC"
"90458990";"tuss-20";"CILOSTAZOL";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"100 MG COM CT BL AL PLAS TRANS X 60"
"90462106";"tuss-20";"ENAVO";"-";"2020-08-31";"2020-06-01";"EMS S/A";"8 MG COM ORODISP CT BL AL AL X 40"
"90375084";"tuss-20";"ÁCIDO FUSÍDICO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"20MG/G CREM DERM CT BG AL X 15G "
"90371895";"tuss-20";"VESUVIUS HCT";"-";"2017-07-09";"2017-04-10";"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"40 MG + 12,5 MG COM CT BL AL AL X 30"
"90462092";"tuss-20";"CONDROFLEX";"-";"2020-08-31";"2020-06-01";"ZODIAC PRODUTOS FARMACÊUTICOS S/A";"1,5 G + 1,2 G PO OR CT 7 SACHES X 4,135 G"
"90375076";"tuss-20";"NITROFURAL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"2 MG/G POM CT BG AL X 30 G"
"90458982";"tuss-20";"CILOSTAZOL";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"100 MG COM CT BL AL PLAS TRANS X 30"
"90462084";"tuss-20";"CONDROFLEX";"-";"2020-08-31";"2020-06-01";"ZODIAC PRODUTOS FARMACÊUTICOS S/A";"500 MG + 400 MG CAP GEL DURA CT BL AL PLAS INC X 20"
"90371887";"tuss-20";"ZINCOLOK";"-";"2017-07-09";"2017-04-10";"ALLERGAN PRODUTOS FARMAC¿TICOS LTDA";"0,5 MG/ML + 2,5 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML"
"90375068";"tuss-20";"SECNIDAZOL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"1 G COM CT BL AL PLAS INC X 2 "
"90375050";"tuss-20";"ETILDOPANAN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"500 MG COM REV CT BL AL PLAS TRANS X 20"
"90458974";"tuss-20";"CILOSTAZOL";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"50 MG COM CT BL AL PLAS TRANS X 60"
"90462076";"tuss-20";"OMNARIS";"-";"2020-08-31";"2020-06-01";"MOKSHA 8 BRASIL DISTRIBUIDORA E REPRESENTAÇÃO DE MEDICAMENTOS LTDA.";"50 MCG/DOSE SUS NAS CT FR VD AMB SPR X 120"
"90375041";"tuss-20";"CETONEO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"20 MG/G CREM DERM CX 50 BG AL X 30 G (EMB HOSP)"
"90371879";"tuss-20";"LORATADINA +SULFATO DE PSEUDOEFEDRINA";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + DOSADOR "
"90462068";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"30 MG COM CT BL AL AL X 15"
"90375033";"tuss-20";"CALAMYN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"80 MG/ML + 10 MG/ML + 1 MG/ML LOC CT FR PLAS OPC X 120 ML"
"90458966";"tuss-20";"SUPRIUM";"-";"2020-08-31";"2020-06-01";"CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA";"DRG CT FR VD AMB X 60"
"90462050";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"15 MG COM CT BL AL AL X 120"
"90371860";"tuss-20";"NEBACIDERME";"-";"2017-07-09";"2017-04-10";"MULTILAB IND¿TRIA E COM¿CIO DE PRODUTOS FARMAC¿TICOS LTDA";"5 MG/G + 250 UI/G POM DERM CT BG AL X 50G"
"90375025";"tuss-20";"LEZEPAN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"3 MG COM CT BL AL PLAS TRANS X 20"
"90462041";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"15 MG COM CT BL AL AL X 90"
"90458958";"tuss-20";"LAXASENE BIONATUS";"-";"2020-08-31";"2020-06-01";"BIONATUS LABORATÓRIO BOTÂNICO LTDA";"350 MG CAP GEL DURA CT BL AL PLAS INC X 45"
"90462033";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"15 MG COM CT BL AL AL X 60"
"90375017";"tuss-20";"TEGREX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"200 MG COM CX BL AL PLAS PVC INC X 500 (EMB HOSP)"
"90371852";"tuss-20";"NEBACIDERME";"-";"2017-07-09";"2017-04-10";"MULTILAB IND¿TRIA E COM¿CIO DE PRODUTOS FARMAC¿TICOS LTDA";"5 MG/G + 250 UI/G POM DERM CT BG AL X 30G"
"90375009";"tuss-20";"TEGREX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"200 MG COM CT BL AL PLAS PVC INC X 20"
"90462025";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"15 MG COM CT BL AL AL X 20"
"90458940";"tuss-20";"CALMINTHEO";"-";"2020-08-31";"2020-06-01";"THEODORO F SOBRAL & CIA LTDA";"0,1 ML/ML XPE CT 1 FR PLAS AMB X 100 ML + COP"
"90462017";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"15 MG COM CT BL AL AL X 15"
"90371844";"tuss-20";"SULFATO DE NEOMICINA + BACITRACINA";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"5 MG/G + 250 UI/G POM DERM CT BG AL X 50 G"
"90374991";"tuss-20";"MALEATO DE DEXCLORFENIRAMINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"2 MG COM CT BL AL PLAS INC X 20"
"90374983";"tuss-20";"MALEATO DE DEXCLORFENIRAMINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"10 MG/G CREM DERM CT BG AL X 30 G"
"90458931";"tuss-20";"CLIMATRIX";"-";"2020-08-31";"2020-06-01";"MYRALIS INDÚSTRIA FARMACÊUTICA LTDA";"100 MG COM REV CT BL AL PLAS TRANS X 30"
"90462009";"tuss-20";"CLORIDRATO DE PIOGLITAZONA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"15 MG COM CT BL AL AL X 10"
"90374967";"tuss-20";"RIFAN SPRAY";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"10 MG/ML SOL TOP SPRAY CT FR PET AMB X 20ML "
"90371836";"tuss-20";"SULFATO DE NEOMICINA + BACITRACINA";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"5 MG/G + 250 UI/G POM DERM CT BG AL X 15 G"
"90461991";"tuss-20";"ENAVO";"-";"2020-08-31";"2020-06-01";"EMS S/A";"4 MG COM ORODISP CT BL AL AL X 40"
"90458923";"tuss-20";"ANSIVAL";"-";"2020-08-31";"2020-06-01";"MYRALIS INDÚSTRIA FARMACÊUTICA LTDA";"100 MG COM REV CT STR AL X 30"
"90374959";"tuss-20";"LIDOGEL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"20 MG/G GEL TOP CX 50 BG AL X 30G (EMB HOSP)"
"90371828";"tuss-20";"DOLO MOFF";"-";"2017-07-09";"2017-04-10";"UNI¿ QU¿ICA FARMAC¿TICA NACIONAL S/A";"30 MG COM CT BL AL AL X 100 (EMB HOSP)"
"90461983";"tuss-20";"ENAVO";"-";"2020-08-31";"2020-06-01";"EMS S/A";"4 MG COM ORODISP CT BL AL AL X 20"
"90374940";"tuss-20";"LIDOGEL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"20 MG/G GEL TOP CT BG AL X 30 G"
"90458915";"tuss-20";"LISODREN";"-";"2020-08-31";"2020-06-01";"MOKSHA 8 BRASIL DISTRIBUIDORA E REPRESENTAÇÃO DE MEDICAMENTOS LTDA.";"500 MG COM CT FR PLAS OPC X 100 "
"90461975";"tuss-20";"ENAVO";"-";"2020-08-31";"2020-06-01";"EMS S/A";"8 MG COM ORODISP CT BL AL AL X 60"
"90374932";"tuss-20";"DRAMAVIT B6";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"25 MG/ML + 5 MG/ML SOL OR CT FR PET AMB GOT X 20 ML "
"90371810";"tuss-20";"SAL DE ANDREWS";"-";"2017-07-09";"2017-04-10";"GLAXOSMITHKLINE BRASIL LTDA";"176,50 MG PO EFEV CX FR PLAS OPC X 100 G"
"90461967";"tuss-20";"ENAVO";"-";"2020-08-31";"2020-06-01";"EMS S/A";"4 MG COM ORODISP CT BL AL AL X 60"
"90458907";"tuss-20";"DOZEMAST";"-";"2020-08-31";"2020-06-01";"MARJAN INDÚSTRIA E COMÉRCIO LTDA";"1000 MCG COM SUBL CT BL AL AL X 10"
"90374924";"tuss-20";"FLUCONAZOL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"150 MG CAP GEL DURA CT BL AL PLAS INC X 2"
"90461959";"tuss-20";"ENAVO";"-";"2020-08-31";"2020-06-01";"EMS S/A";"8 MG COM ORODISP CT BL AL AL X 20"
"90371801";"tuss-20";"GARASONE";"-";"2017-07-09";"2017-04-10";"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"1 MG/ML + 3MG/ML SOL OTO/OFT CT FR PLAS TRANS GOT X 20 ML"
"90374916";"tuss-20";"FLUCONAZOL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"150 MG CAP GEL DURA CT BL AL PLAS INC X 1 "
"90458893";"tuss-20";"DOZEMAST";"-";"2020-08-31";"2020-06-01";"MARJAN INDÚSTRIA E COMÉRCIO LTDA";"1000 MCG COM SUBL CT BL AL AL X 30"
"90461940";"tuss-20";"ENAVO";"-";"2020-08-31";"2020-06-01";"EMS S/A";"8 MG COM ORODISP CT BL AL AL X 10"
"90374908";"tuss-20";"BETSONA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"1 MG/G POM DERM CT  BG AL X 30 G"
"90371798";"tuss-20";"EZETIMIBA+SINVASTATINA";"-";"2017-07-09";"2017-04-10";"GERMED FARMACEUTICA LTDA";"10 MG + 40 MG COM CT BL AL PLAS OPC X 30"
"90461932";"tuss-20";"ENAVO";"-";"2020-08-31";"2020-06-01";"EMS S/A";"4 MG COM ORODISP CT BL AL AL X 10"
"90374894";"tuss-20";"BETSONA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"1 MG/G CREM DERM CT BG AL X 30 G"
"90458885";"tuss-20";"CLORIDRATO DE CICLOBENZAPRINA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"5 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 4"
"90461924";"tuss-20";"BRONXOL";"-";"2020-08-31";"2020-06-01";"CIFARMA CIENTÍFICA FARMACÊUTICA LTDA";"6 MG/ML XPE CT FR VD AMB X 120 ML + COP"
"90374886";"tuss-20";"HIPODERMON";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"5000 UI/G + 900 UI/G + 150 MG/G POM DERM CT BG AL X 45 G "
"90371780";"tuss-20";"EZETIMIBA+SINVASTATINA";"-";"2017-07-09";"2017-04-10";"GERMED FARMACEUTICA LTDA";"10 MG + 20 MG COM CT BL AL PLAS OPC X 30"
"90461916";"tuss-20";"LETROZOL";"-";"2020-08-31";"2020-06-01";"ACCORD FARMACÊUTICA LTDA";"2,5 COM REV CT BL AL PLAS PVC/PVDC X 30"
"90458877";"tuss-20";"CLORIDRATO DE CICLOBENZAPRINA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 4"
"90374878";"tuss-20";"NEO LINCO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"300 MG/ML SOL INJ CT AMP VD INC X 2 ML "
"90461908";"tuss-20";"DEFULL";"-";"2020-08-31";"2020-06-01";"BRASTERAPICA INDÚSTRIA FARMACÊUTICA LTDA";"1000 UI COMP REV CT BL AL PLAS OPC X 60"
"90371771";"tuss-20";"EZETIMIBA+SINVASTATINA";"-";"2017-07-09";"2017-04-10";"GERMED FARMACEUTICA LTDA";"10 MG + 10 MG COM CT BL AL PLAS OPC X 30"
"90374860";"tuss-20";"FUMARATO DE CETOTIFENO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"0,2 MG/ML XPE CT FR PET AMB X 120 ML + CP MED"
"90461894";"tuss-20";"DESVENTAG";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"100 MG COM REV LIB PROL CT BL AL PLAS TRANS PVDC X 30"
"90458869";"tuss-20";"KYLEENA";"-";"2020-08-31";"2020-06-01";"BAYER S.A.";"19,5 MG DIU CT EST PLAS PETG TRANS + APLIC"
"90374851";"tuss-20";"NIMESULIDA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"50 MG/ML SUS OR CT  FR PLAS OPC GOT X 15 ML "
"90371763";"tuss-20";"RIFOTRAT";"-";"2017-07-09";"2017-04-10";"NATULAB LABORAT¿IO S.A";"10 MG/ML SOL TOP SPRAY CT FR PLAS AMB X 20 ML¿"
"90461886";"tuss-20";"DESVENTAG";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"100 MG COM REV LIB PROL CT BL AL PLAS TRANS PVDC X 7"
"90374843";"tuss-20";"NIMESULIDA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"20 MG/G GEL CT BG AL X 40 G "
"90458850";"tuss-20";"AZITROMICINA DI-HIDRATADA";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"500 MG COM REV CT BL AL PLAST PVC/PVDC TRANS X 5"
"90461878";"tuss-20";"DESVENTAG";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"50 MG COM REV LIB PROL CT BL AL PLAS TRANS PVDC X 30"
"90374835";"tuss-20";"GLIONIL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"5 MG COM CT BL AL PLAS INC X 30"
"90371755";"tuss-20";"LUGANO";"-";"2017-07-09";"2017-04-10";"EUROFARMA LABORAT¿IOS S.A.";"12 MCG + 250 MCG CAP GEL DURA PO INAL CT BL AL AL X 60 +  CT INAL"
"90461860";"tuss-20";"DESVENTAG";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"50 MG COM REV LIB PROL CT BL AL PLAS TRANS PVDC X 7"
"90458842";"tuss-20";"AZITROMICINA DI-HIDRATADA";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"500 MG COM REV CT BL AL PLAST PVC/PVDC TRANS X 3"
"90374827";"tuss-20";"EPICITRIN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"5,0 MG/G + 250 UI/G POM DERM CT BG AL X 10 G "
"90461851";"tuss-20";"DVITTA";"-";"2020-08-31";"2020-06-01";"PRATI DONADUZZI & CIA LTDA";"7000 UI CAP MOLE CT BL AL PLAS PVDC TRANS X 10"
"90371747";"tuss-20";"LUGANO";"-";"2017-07-09";"2017-04-10";"EUROFARMA LABORAT¿IOS S.A.";"12 MCG + 250 MCG CAP GEL DURA PO INAL CT BL AL AL X 60"
"90374819";"tuss-20";"NEOSORO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"0,5 MG/ML SOL NAS CT FR PLAS  TRANS GOT X 30 ML"
"90458834";"tuss-20";"METAMUCIL";"-";"2020-08-31";"2020-06-01";"PROCTER & GAMBLE DO BRASIL LTDA";"0,562 G/G PO SOL CT 10 ENV AL PLAS X 5,85 G (LARANJA SEM AÇUCAR)"
"90461843";"tuss-20";"DVITTA";"-";"2020-08-31";"2020-06-01";"PRATI DONADUZZI & CIA LTDA";"7000 UI CAP MOLE CT BL AL PLAS PVDC TRANS X 8"
"90371739";"tuss-20";"LUGANO";"-";"2017-07-09";"2017-04-10";"EUROFARMA LABORAT¿IOS S.A.";"12 MCG + 250 MCG CAP GEL DURA PO INAL CT BL AL AL X 8"
"90461835";"tuss-20";"DVITTA";"-";"2020-08-31";"2020-06-01";"PRATI DONADUZZI & CIA LTDA";"7000 UI CAP MOLE CT BL AL PLAS PVDC TRANS X 4"
"90374800";"tuss-20";"NISTATINA + ÓXIDO DE ZINCO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"100.000 UI/G + 200 MG/G POM DERM CT BG AL X 60 G "
"90458826";"tuss-20";"ORLISTATE";"-";"2020-08-31";"2020-06-01";"RANBAXY FARMACÊUTICA LTDA";"120 MG CAP DURA CT BL AL PLAS PVC/PE/PVDC TRANS X 84"
"90374797";"tuss-20";"ESTRIOL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"1 MG/G CREM VAG CT BG AL X 50G + 50 APLIC  "
"90461827";"tuss-20";"DEFULL";"-";"2020-08-31";"2020-06-01";"BRASTERAPICA INDÚSTRIA FARMACÊUTICA LTDA";"1000 UI COMP REV CT BL AL PLAS OPC X 30"
"90371720";"tuss-20";"POLICRESULENO + CLORIDRATO DE CINCHOCAÍNA";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"0,1 G/G + 0,01 G/G POM RET CT BG AL X 30 G + 10 APLIC "
"90461819";"tuss-20";"TYFLEN";"-";"2020-08-31";"2020-06-01";"BRASTERAPICA INDÚSTRIA FARMACÊUTICA LTDA";"500 MG COM CT BL AL PLAS TRANS X 20"
"90458818";"tuss-20";"ORLISTATE";"-";"2020-08-31";"2020-06-01";"RANBAXY FARMACÊUTICA LTDA";"120 MG CAP DURA CT BL AL PLAS PVC/PE/PVDC TRANS X 60"
"90374789";"tuss-20";"SULFAMETOXAZOL + TRIMETOPRIMA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"40 MG/ML + 8 MG/ML SUS OR CT FR VD AMB X 100 ML + CP MED X 10 ML"
"90461800";"tuss-20";"TYFLEN";"-";"2020-08-31";"2020-06-01";"BRASTERAPICA INDÚSTRIA FARMACÊUTICA LTDA";"500 MG COM CT BL AL PLAS TRANS X 200"
"90371712";"tuss-20";"ISKETAM";"-";"2017-07-09";"2017-04-10";"ACH¿LABORAT¿IOS FARMAC¿TICOS S.A";"400 MG + 1 MG COM CT BL AL PLAS INC X 20"
"90374770";"tuss-20";"SULFAMETOXAZOL + TRIMETOPRIMA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"40 MG/ML + 8 MG/ML SUS OR CT FR VD AMB X 60 ML + CP MED X 10 ML"
"90458800";"tuss-20";"ORLISTATE";"-";"2020-08-31";"2020-06-01";"RANBAXY FARMACÊUTICA LTDA";"120 MG CAP DURA CT BL AL PLAS PVC/PE/PVDC TRANS X 42"
"90461797";"tuss-20";"DVITTA";"-";"2020-08-31";"2020-06-01";"PRATI DONADUZZI & CIA LTDA";"5000 UI CAP MOLE CT BL AL PLAS PVDC TRANS X 30"
"90374762";"tuss-20";"IBUFRAN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"600 MG CAP GEL CT BL AL PLAS TRANS X 30"
