id;source;display_name;extras_fim_vigencia;extras_fim_implantacao;extras_inicio_vigencia;extras_laboratorio;extras_apresentacao
"90244605";"tuss-20";"CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"20 MG/G + 0,5 MG/G + 2,5 MG/G CREM DERM CT BG AL X 30 G"
"90009061";"tuss-20";"DESTILBENOL";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"1 MG COM REV CT 2 BL AL PLAS INC X 25"
"90244591";"tuss-20";"CELERG";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"0,25 MG + 2 MG COM CT 2 BL AL PLAS INC X 10"
"90009037";"tuss-20";"COLCHIS";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"0,5 MG COM CT BL AL PLAS AMB X 30"
"90244583";"tuss-20";"CELERG";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"0,25 MG + 2 MG / 5 ML XPE CT FR VD AMB X 120 ML - CP MED (EMB HOSP)"
"90008871";"tuss-20";"ARTANE";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"5 MG COM CT BL AL PLAS INC X 30"
"90244575";"tuss-20";"CEFACLOR";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"500 MG CAP GEL DURA CT BL AL PLAS OPC X 10"
"90008863";"tuss-20";"ARTANE";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"2 MG COM CT BL AL PLAS INC X 30"
"90244559";"tuss-20";"BENECTRIN";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"40 MG + 8 MG/ML SUS OR CT FR VD AMB X 100 ML"
"90008855";"tuss-20";"ALOIS";"-";"2018-03-31";"2018-01-01";"APSEN FARMACEUTICA S/A";"10 MG COM REV CT BL AL PLAS TRANS X 60"
"90244540";"tuss-20";"BENECTRIN";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"400 MG + 80 MG COM CT STR X 20"
"90008847";"tuss-20";"ALOIS";"-";"2018-03-31";"2018-01-01";"APSEN FARMACEUTICA S/A";"10 MG COM REV CT BL AL PLAS TRANS X 30"
"90244532";"tuss-20";"BETROSPAM";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"(5 + 2) MG/ML SUS INJ CT AMP VD INC"
"90008820";"tuss-20";"VANCOCINA CP";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG PO LIOF INJ CT FA VD INC + BOLS FLEX SIST FECH X 100 ML"
"90244524";"tuss-20";"CIPROCILIN";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"500 MG COM REV CT BL AL PLAS OPC X 14"
"90008804";"tuss-20";"VANCOCINA CP";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG PO LIOF INJ CX 25 FA VD INC"
"90244486";"tuss-20";"ALPRAZOLAM";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"2,0 MG COM CT BL AL PLAS INC X 20"
"90008782";"tuss-20";"TOBRAMINA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"50 MG/ML SOL INJ CT 2 AMP VD INC X 1,5 ML"
"90244478";"tuss-20";"ALPRAZOLAM";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"1,0 MG COM CT BL AL PLAS INC X 20"
"90008731";"tuss-20";"TEICOPLANINA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"400 MG PO LIOF P/ SOL INJ CT FA VD INC X 30 ML + DIL AMP PLAS INC X 3 ML"
"90244460";"tuss-20";"ALPRAZOLAM";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"0,5 MG COM CT BL AL PLAS INC X 20"
"90008693";"tuss-20";"TEICOPLANINA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"200 MG PO LIOF P/ SOL INJ CX 10 FA VD INC X 15 ML + 10 DIL AMP PLAS INC X 3 ML"
"90244443";"tuss-20";"HEMIFUMARATO DE QUETIAPINA";"-";"2014-08-31";"2019-03-01";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"200 MG COM REV CT BL AL PLAS OPC X 30"
"90008685";"tuss-20";"TEICOPLANINA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"200 MG PO LIOF P/ SOL INJ CT FA VD INC X 15 ML + DIL AMP PLAS INC X 3 ML"
"90244435";"tuss-20";"HEMIFUMARATO DE QUETIAPINA";"-";"2014-08-31";"2019-03-01";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"100 MG COM REV CT BL AL PLAS OPC X 30"
"90008677";"tuss-20";"PROTO-ITECAN";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"20MG/ML SOL INJ CT FR AMP VD AMB X 5ML"
"90244389";"tuss-20";"BRONQUITOSS";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"0,3 MG/ ML + 13,3 MG/ ML XPE CT FR VD AMB X 120 ML + COP"
"90008650";"tuss-20";"MEROPENEM";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG PO P/ SOL INJ IV CX 10 FA VD INC X 20 ML + 10 DIL BOLS FLEX SIST FECH X 100 ML (EMB HOSP)"
"90244303";"tuss-20";"CLORIDRATO DE NARATRIPTANA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"2,5MG COM VER CT BL AL PLAS OPC X 10"
"90008642";"tuss-20";"MEROPENEM";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG PO P/ SOL INJ IV CX 10 FA VD INC X 20 ML (EMB HOSP)"
"90244290";"tuss-20";"CLORIDRATO DE NARATRIPTANA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"2,5MG COM VER CT BL AL PLAS OPC X 4"
"90008634";"tuss-20";"MEROPENEM";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG PO P/ SOL INJ IV CT FA VD INC X 20 ML + DIL BOLS FLEX SIST FECH X 100 ML"
"90244281";"tuss-20";"PREDNISOLONA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"20 MG COM CT BL AL AL X 10"
"90244249";"tuss-20";"VALSARTANA + HIDROCLOROTIAZIDA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"80 MG + 12,5 MG COM REV CT BL AL AL X 30"
"90008600";"tuss-20";"MEROPENEM";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1 G PO P/ SOL INJ IV CX 10 FA VD INC X 30 ML + 10 DIL BOLS FLEX SIST FECH X 100 ML (EMB HOSP)"
"90008596";"tuss-20";"MEROPENEM";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1 G PO P/ SOL INJ IV CX 10 FA VD INC X 30 ML (EMB HOSP)"
"90244230";"tuss-20";"DIAZEPAM";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"10 MG COM CT BL AL PLAS INC X 30"
"90008588";"tuss-20";"MEROPENEM";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1 G PO P/ SOL INJ IV CT FA VD INC X 30 ML + DIL BOLS FLEX SIST FECH X 100 ML"
"90244222";"tuss-20";"DIAZEPAM";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"5 MG COM CT BL AL PLAS INC X 30"
"90008529";"tuss-20";"KEROXIME";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"750 MG PO INJ CT 50 FA VD INC X 10 ML"
"90244214";"tuss-20";"DESLORATADINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"5 MG COM REV CT BL AL PLAS OPC X 30"
"90008480";"tuss-20";"KEFTRON";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1G PO INJ CT 50 FA VD INC X 10 ML"
"90244184";"tuss-20";"PRED-GRAN";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"20 MG COM CT BL AL AL X 10"
"90008430";"tuss-20";"KEFOX";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1 G PO INJ CT 25 FA VD INC X 10 ML"
"90244141";"tuss-20";"INDATRAT";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"1,5 MG COM REV CT BL AL AL X 30"
"90008413";"tuss-20";"KEFORAL";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG CAP GEL DURA CT BL AL PLAS INC X 8"
"90244133";"tuss-20";"CORIZZ NOITE";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"400 MG +20MG COM AMARELO / 400MG+ 4MG COM LARANJA CT BL AL/AL X 100 + 100"
"90008391";"tuss-20";"KEFORAL";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG CAP GEL DURA CT BL AL PLAS INC X 200 (EMB HOSP)"
"90244125";"tuss-20";"CORIZZ NOITE";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"400 MG +20MG COM AMARELO / 400MG+ 4MG COM LARANJA CT BL AL/AL X 12 + 12"
"90008375";"tuss-20";"KEFLIN NEUTRO";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1 G PO INJ CT 50 FA VD INC CAPAC. 10ML (EMB HOSP)"
"90244109";"tuss-20";"FLUOCINOLONA ACETONIDA +  SULFATO DE POLIMIXINA B + SULFATO DE NEOMICINA + CLORIDRATO DE LIDOCAÍNA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"0,250 MG/ ML + 10.000 UI/ ML + 3,500 MG/ ML + 20 MG/ ML SOL OTO CT FR PLAS OPC GOT X 10 ML"
"90008332";"tuss-20";"KEFAZOL";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1 G PO INJ CT 50 FA VD INC CAPAC. 10ML"
"90244087";"tuss-20";"CANDERM";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"400 MG COM REV CT BL AL PLAS INC X 20"
"90008294";"tuss-20";"KEFADIM";"-";"2016-03-31";"2016-01-01";"ANTIBIÓTICOS DO BRASIL LTDA";"1 G PO INJ CT 25 FA VD TRANS TIPO I (EMB. HOSP)"
"90244079";"tuss-20";"CANDERM";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"250 MG COM REV CT BL AL PLAS INC X 20"
"90008260";"tuss-20";"IMIPENEM + CILASTATINA SÓDICA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG + 500 MG PÓ INJ CX 10 FR VD INC X 20 ML + 10 BOLS FLEXÍVEL X 100 ML"
"90244036";"tuss-20";"PARALGEN ";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML"
"90008251";"tuss-20";"IMIPENEM + CILASTATINA SÓDICA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG + 500 MG PÓ INJ CX 10 FR VD INC X 20 ML"
"90244028";"tuss-20";"NITRATO DE MICONAZOL";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"20 MG/G LOC CREM CT FR PLAS OPC X 30 G"
"90008243";"tuss-20";"IMIPENEM + CILASTATINA SÓDICA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"500 MG + 500 MG PÓ INJ CT FR VD INC X 20 ML + BOLS FLEXÍVEL X 100 ML"
"90244010";"tuss-20";"DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"0,5 MG/G + 1 MG/G CREM DERM CT BG AL X 30 G"
"90008219";"tuss-20";"DOBUTREX";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"250 MG SOL INJ CT AMP VD INC X 20 ML"
"90244001";"tuss-20";"PARACETAMOL";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML"
"90008170";"tuss-20";"CLORIDRATO DE CEFEPIMA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"2G PÓ INJ IV CX 10 FA VD INC X 50 ML + 10 BOLS FLEXÍVEL (SIST FECH) X 100 ML"
"90243994";"tuss-20";"PARACETAMOL";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"32 MG/ML SUS OR CT FR PLAS TRANS X 60 ML + CP MED"
"90243986";"tuss-20";"BROMOPRIDA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"4 MG/ML SOL OR CT FR VD AMB X 20 ML + CGT"
"90008162";"tuss-20";"CLORIDRATO DE CEFEPIMA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"2G PÓ INJ IV CX 10 FA VD INC X 50 ML"
"90008146";"tuss-20";"CLORIDRATO DE CEFEPIMA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"2G PÓ INJ IV CT FA VD INC X 50 ML + BOLS FLEXÍVEL (SIST FECH) X 100 ML"
"90243960";"tuss-20";"CLORIDRATO DE PAROXETINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"20 MG COM REV CT BL AL PLAS OPC X 30"
"90008138";"tuss-20";"CLORIDRATO DE CEFEPIMA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"2 G PÓ INJ IV CT FA VD INC X 50 ML"
"90243951";"tuss-20";"CLORIDRATO DE CICLOBENZAPRINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"5MG COM REV CT BL AL PLAS OPC X 30"
"90243943";"tuss-20";"CLORIDRATO DE CICLOBENZAPRINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"5MG COM REV CT BL AL PLAS OPC X 15"
"90008111";"tuss-20";"CLORIDRATO DE CEFEPIMA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1G PÓ INJ IV CX 10 FA VD INC X 20 ML + 10 BOLS FLEXÍVEL (SIST FECH) X 100 ML"
"90008103";"tuss-20";"CLORIDRATO DE CEFEPIMA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1G PÓ INJ CX 10 FA VD INC X 20 ML"
"90243935";"tuss-20";"MALEATO DE DEXCLORFENIRAMINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"2 MG COM CT BL AL PLAS OPC X 20"
"90008090";"tuss-20";"CLORIDRATO DE CEFEPIMA";"-";"2014-08-31";"2012-10-10";"ANTIBIÓTICOS DO BRASIL LTDA";"1G PÓ INJ CT FA VD INC X 20 ML + DIL AMP PLAS X 10 ML"
"90237927";"tuss-20";"PRATIDERM";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"100.000 UI/G + 200 MG/G POM DERM CX 50 BG AL X 60 G"
"90003403";"tuss-20";"CLORIDRATO DE VERAPAMIL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"120 MG COM REV LIB RETARD CT BL AL PLAS INC X 20"
"90237919";"tuss-20";"SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 50 G (EMB HOSP)"
"90003390";"tuss-20";"CLORIDRATO DE CICLOBENZAPRINA";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"5 MG COM REV CT BL AL PLAS INC X 30"
"90237900";"tuss-20";"PRATIPRAZOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"20 MG CAP GEL DURA CT BL AL PLAS INC X 320 (EMB FRAC)"
"90003373";"tuss-20";"CLORIDRATO DE CICLOBENZAPRINA";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"10 MG COM REV CT BL AL PLAS INC X 30"
"90237897";"tuss-20";"PRATIPRAZOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"40 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 300 (EMB HOSP)"
"90003357";"tuss-20";"CETOCONAZOL";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"200 MG COM CT BL AL PLAS TRANS X 30"
"90237889";"tuss-20";"VALERATO DE BETAMETASONA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"1,0 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP)"
"90003349";"tuss-20";"CETOCONAZOL";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"200 MG COM CT BL AL PLAS TRANS X 10"
"90237870";"tuss-20";"ALOPURINOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"300 MG COM CT BL AL PLAS TRANS X 80 (EMB FRAC)"
"90003322";"tuss-20";"CEFALIUM";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"1 MG + 450 MG + 75 MG + 10 MG COM CT BL AL PLAS INC X 12"
"90237862";"tuss-20";"ALOPURINOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"100 MG COM CT BL AL PLAS TRANS X 80 (EMB FRAC)"
"90003284";"tuss-20";"CANDORAL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"200 MG COM CT BL AL PLAS INC X 10"
"90237838";"tuss-20";"FUMARATO DE CETOTIFENO";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"0,2 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 COP (EMB HOSP)"
"90003241";"tuss-20";"CANDICORT";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"20 MG/G + 0.64 MG/G POM DERM CT BG X 10 G"
"90237820";"tuss-20";"FUMARATO DE CETOTIFENO";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"0,2 MG/ML XPE CT FR PLAS OPC X 120 ML + COP"
"90003233";"tuss-20";"CANDICORT";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"20 MG / G + 0,64 MG / G POM DERM CT BG AL X 30 G"
"90237781";"tuss-20";"RISPERIDONA";"-";"2016-03-31";"2016-01-01";"PRATI DONADUZZI & CIA LTDA";"1MG/ML SOL OR CX 100 FR PLAS OPC X 30ML + 100 SER DOSAD (EMB HOSP)"
"90003225";"tuss-20";"CANDICORT";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"20 MG / G + 0,64 MG / G CREM DERM CT BG AL X 30 G"
"90237749";"tuss-20";"RISPERIDONA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"1MG/ML SOL OR CT FR PLAS OPC X 30ML + SER DOSAD"
"90003217";"tuss-20";"CANDICORT";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"20 MG / G + 0,64 MG / G CREM DERM CT BG AL X 10 G"
"90237676";"tuss-20";"CLORIDRATO DE METFORMINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"850 MG COM REV CT BL AL PLAS TRANS X 320 (EMB FRAC)"
"90003209";"tuss-20";"BRONDILAT";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"5 MG / ML XPE CT FR PLAS PET AMB X 60 ML + CP MED X 10 ML"
"90237633";"tuss-20";"CLORIDRATO DE METFORMINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"500 MG COM REV CT BL AL PLAS TRANS X 320 (EMB FRAC)"
"90003195";"tuss-20";"BRONDILAT";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"5 MG / ML XPE CT FR PLAS PET AMB X 120 ML + CP MED X 10 ML"
"90237595";"tuss-20";"HALOPERIDOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"2 MG/ML SOL OR CX 200 FR PLAS OPC GOT X 20 ML (EMB HOSP)"
"90003187";"tuss-20";"BRONDILAT";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"10 MG / ML XPE CT FR PLAS PET AMB X 60 ML + CP MED X 10 ML"
"90237579";"tuss-20";"HALOPERIDOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"2 MG/ML SOL OR CT FR PLAS OPC GOT X 30 ML"
"90003179";"tuss-20";"BRONDILAT";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"10 MG / ML XPE CT FR PLAS PET AMB X 120 ML + CP MED X 10 ML"
"90237471";"tuss-20";"ATENOLOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"25 MG COM CT BL AL PLAS TRANS X 280 (EMB FRAC)"
"90003160";"tuss-20";"BIOMAG";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"15 MG CAP GEL DURA CT BL AL PLAST INC X 30"
"90237439";"tuss-20";"CLONAZEPAM (PORT. 344/98 - LISTA B1)";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"2,5 MG/ML SOL OR CX 100 FR GOT VD AMB X 20 ML (EMB HOSP)"
"90003144";"tuss-20";"BIOMAG";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"10 MG CAP GEL DURA CT BL AL PLAS INC X 30"
"90237412";"tuss-20";"CLONAZEPAM (PORT. 344/98 - LISTA B1)";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"2,5 MG/ML SOL OR CT FR GOT VD AMB X 20 ML"
"90003101";"tuss-20";"BIOFENAC DI";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"46,5 MG COM DISP CT STR ALU-ALU X 10"
"90237366";"tuss-20";"CAPTOPRIL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"25 MG COM CT BL AL PLAS TRANS X 280 (EMB FRAC)"
"90003098";"tuss-20";"BIOFENAC DI";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"46,5 MG COM DISP CT 2 STR ALU-ALU X 10"
"90237307";"tuss-20";"CLORIDRATO DE CIPROFLOXACINO";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"500 MG COM  REV CT BL AL PLAS TRANS X 140 (EMB FRAC)"
"90003080";"tuss-20";"BIOFENAC CLR";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"75 MG COM REV LIB PROL CT BL AL PLAS TRANS X 14"
"90237145";"tuss-20";"BROMOPRIDA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"10 MG COM CT BL AL PLAS INC X 120 (EMB FRAC)"
"90003071";"tuss-20";"BIOFENAC";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"50 MG COM REV CT BL AL PLAS TRANS X 20"
"90237099";"tuss-20";"ESPAFIN COMPOSTO";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"250 MG + 10 MG COM REV CT BL AL PLAS TRANS X 160 (EMB FRAC)"
"90003063";"tuss-20";"BIOFENAC";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"50 MG COM REV CT BL AL PLAS TRANS X 10"
"90237072";"tuss-20";"AMPICILINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"50 MG/ ML SUS OR CX 50 FR PLAS OPC X 60 ML + 50 CP MED (EMB HOSP)"
"90003055";"tuss-20";"BIOFENAC";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"44,94 MG ML SOL OR CT FR PLAS OPC GOT X 20 ML"
"90237048";"tuss-20";"AZITROMICINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"40 MG/ML PÓ SUS OR CX 50 FR PLAS OPC X 15 ML + 50 DIL FR PLAS OPC X 9,2 ML + 50 SER DOSAD (EMB HOSP)"
"90002954";"tuss-20";"ARTROSIL";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"320 MG CAP DURA LIB PROL CT BL AL PLAS TRANS X 10"
"90237030";"tuss-20";"AZITROMICINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"40 MG/ML PÓ SUS OR CX 50 FR PLAS OPC X 22,5 ML + 50 DIL FR PLAS OPC X 13,8 ML + 50 SER DOSAD (EMB HOSP)"
